Row,CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
6895,55,157890118,144063605,64.77019211,57.1197152
6896,59,137070841,123157491,63.90853967,58.38514873
6897,62,128163246,113306563,64.19425743,60.01031644
6898,62,129112290,113006994,64.47445946,60.46033908
6899,60,137037076,119893236,63.45314305,58.72450404
6900,54,148324502,130823842,60.34390019,54.7057183
6901,47,158899495,142103057,55.00651442,48.93836391
6902,41,166029212,151128185,47.88897182,42.25639551
6903,35,170591597,158531304,40.07608873,35.8054753
6904,32,177111508,168240091,33.21342389,31.05389661
6905,32,190351119,184191152,28.95203865,29.29083249
6906,36,210869611,206035606,28.1524781,30.81204105
6907,42,233899653,228246159,30.53087336,34.61558382
6908,47,253235938,244352588,35.02874681,39.05285296
6909,49,266727975,252683323,40.47539056,42.91354264
6910,50,278062371,258027829,46.00048325,46.02489125
6911,51,293178883,267609597,51.13052475,49.00367982
6912,54,314762315,285138425,55.79465186,52.55557988
6913,59,339426941,307786442,60.24193992,56.87660453
6914,64,359269617,327744354,64.67133779,61.39734796
6915,67,366288339,336762068,68.70582805,64.91355971
6916,67,357032087,330984176,71.29422659,66.14121879
6917,64,334990681,313524137,71.38465325,64.52234042
6918,58,309014479,292990870,68.85245721,60.71461266
6919,53,288128967,278285816,64.73921787,56.2315041
6920,49,275974469,272869310,60.51228392,52.40877997
6921,47,269173233,272825865,57.07021006,49.57916608
6922,44,261309685,270633035,54.41363819,47.1915239
6923,41,249450225,261903793,52.11914539,44.68825111
6924,38,237441221,249418068,49.96679323,42.22088079
6925,36,232647801,240656821,48.09662742,40.50408268
6926,37,238761318,240813299,46.69497944,40.02081122
6927,39,251350271,247703493,45.67735759,40.4390064
6928,41,260677312,253469205,44.74316428,40.8509335
6929,41,259520766,251503816,43.7342068,40.59401083
6930,40,248786193,241933167,42.88688285,39.82819316
6931,39,235684474,230483920,42.65902929,39.30916056
6932,40,226529844,222272197,43.28671434,39.62989565
6933,41,221500002,217105900,44.56880005,40.72311468
6934,42,216328584,210945318,46.09926249,42.05301304
6935,43,208239351,201238914,47.56451968,43.11518754
6936,43,199056892,189746915,48.65997796,43.60620757
6937,42,192361203,179940361,48.82158795,43.21076037
6938,39,188754549,172675826,47.36473358,41.53570261
6939,36,184938117,165405245,44.08610204,38.47069963
6940,33,177158635,155403943,39.62859478,34.55141512
6941,29,164835026,143012016,35.0587614,30.76595163
6942,27,151039647,131716890,31.0262082,27.88127055
6943,27,140430445,125764379,27.3664593,25.93722668
6944,27,137089600,127933796,23.49426578,24.38476177
6945,28,143478656,138887559,19.12464524,22.70588703
6946,29,160027421,157516938,14.66593303,20.95432043
6947,30,184799422,181253526,11.07588586,19.80472118
6948,33,213628302,206313700,9.432132974,20.14592705
6949,37,241280628,228497272,10.53517407,22.57068423
6950,42,263149581,244458685,14.67101,27.0917364
6951,48,276352784,252544224,21.53709406,33.18709479
6952,54,280054090,252863032,30.35353355,40.08637234
6953,59,275865484,247321005,40.13841735,47.10875507
6954,63,268373166,239908697,49.95147608,53.81270279
6955,67,264247421,236086276,58.8911843,59.82383512
6956,69,268846186,240168453,65.95185438,64.52685734
6957,70,281947968,251818300,70.11979229,67.02966709
6958,69,296236521,264664248,70.83466156,66.57788712
6959,64,300729191,269088320,68.42082415,63.10921841
6960,56,287263289,257769281,64.01404026,57.45670965
6961,48,255249777,229899975,58.9936101,51.02397213
6962,40,211368507,191104282,54.37222662,45.1819154
6963,35,165485827,150031517,50.55327977,40.78393904
6964,32,126987844,115185616,47.52650689,38.05410506
6965,32,103982400,94103273,45.30416854,36.86274187
6966,33,103794215,93548057,44.30345549,37.18213266
6967,37,131548003,118018607,45.38911572,39.3568133
6968,42,186095287,166061165,49.40077,43.8492796
6969,49,256372842,227230813,56.27831096,50.47979743
6970,57,322484084,283484129,64.32955669,57.73901171
6971,61,362960495,316059366,70.41066972,62.98071572
6972,62,365011817,314653688,71.33844456,63.73623467
6973,58,331683449,283323567,65.7981139,59.3368228
6974,53,280857525,238846763,55.3139043,51.52020357
6975,47,235771663,201754111,43.4493401,43.43053707
6976,45,212578830,185299858,33.86956075,37.78967384
6977,46,212968776,189461022,28.70804285,35.62998202
6978,48,226178097,203450399,28.10927671,36.28871438
6979,49,237666388,213918724,30.76571073,38.27485908
6980,49,237705628,212646155,34.83242165,40.21546804
6981,48,224940442,199402165,38.74024556,41.38194571
6982,46,204541188,179853769,41.58224357,41.67679748
6983,43,183729007,161192566,42.93536868,41.21856168
6984,41,167900879,148474589,42.40972727,39.90062716
6985,39,159033300,143207896,39.50765682,37.33811503
6986,35,155932965,143740291,34.03420144,33.25020206
6987,32,155113830,146227948,26.65031844,27.89049247
6988,27,152110135,145950654,18.9760428,22.14519916
6989,23,143767564,139517483,13.08615842,17.28502892
6990,19,130740937,127314841,10.72963387,14.57770035
6991,18,117912445,114034845,12.70473734,14.89761055
6992,20,111620583,106112975,18.6334536,18.39874452
6993,24,115558845,107720110,27.17088372,24.38008129
6994,29,128329878,118169208,36.53284075,31.46592596
6995,34,143993540,132173928,45.09296567,38.04128229
6996,38,155050783,142589021,51.76175219,42.73387052
6997,38,156567498,144422217,56.03739044,44.79541845
6998,35,149513251,138183744,57.90209317,44.35171902
6999,31,140917218,130191212,57.78566153,42.44563272
7000,28,140012322,129017709,56.54777168,40.71017355
7001,30,152891466,140486567,55.24790584,40.67190375
7002,35,179767161,165066382,54.69053275,43.03199662
7003,44,216460139,199171846,55.06435548,47.38659629
7004,54,257782815,238187350,55.98849758,52.55670251
7005,63,299307989,277982036,56.94957158,57.28926968
7006,70,336458069,313996677,57.79332418,60.8773654
7007,74,362890793,339809600,58.85109803,63.29680829
7008,75,370893312,347719325,60.52376626,64.77443426
7009,74,354738262,332135996,62.64513473,65.1966163
7010,70,315232103,293948261,64.28530211,64.0037304
7011,63,261841680,242384464,64.33667571,60.77439242
7012,55,209643546,191914033,62.41740658,55.91454908
7013,47,172215592,155474294,59.21952791,50.66320257
7014,41,155378109,138673270,55.97456487,46.34223583
7015,38,156122943,138848343,53.60245955,43.57648057
7016,36,166313697,148457856,52.30628753,42.14389333
7017,35,177150884,159160629,51.74795249,41.37706079
7018,33,181674687,164176672,51.36836775,40.59972209
7019,32,175878991,159431737,50.54422129,39.33289406
7020,29,159606214,144472253,48.73296317,37.39187778
7021,27,136574421,122552914,45.81570209,34.98798577
7022,26,112534493,99023216,42.43942034,32.72377525
7023,26,92595197,78935536,39.92350029,31.37278874
7024,26,80037202,65908514,39.6568629,31.5848701
7025,28,77284984,62817503,42.45472113,33.76664267
7026,31,87023822,72545941,48.34493419,38.14156164
7027,37,111128680,96805461,56.71002449,44.7071592
7028,44,147810683,133488348,66.38062969,52.92794484
7029,53,190268995,175542658,75.60179819,61.46026594
7030,61,229551902,213796104,82.26164439,68.40600253
7031,67,260036196,242292761,84.64701471,72.16447716
7032,69,282303573,261362192,82.34195747,72.28632176
7033,69,300037992,275105739,76.49779902,69.58083457
7034,68,313805043,285523383,69.10708684,65.33916909
7035,65,318236514,289122111,61.78094429,60.34939735
7036,59,305735773,279343755,55.01570617,54.58630708
7037,52,273257575,252459528,48.49832677,47.80645998
7038,42,226141543,211752510,42.00175401,40.36943222
7039,34,176089541,166782146,35.89408289,33.37976351
7040,28,135091045,128462620,30.82620642,27.99139416
7041,24,109545969,103426731,27.12295334,24.63110825
7042,23,98282769,91454337,24.63364402,22.936263
7043,23,95553491,87659408,23.12492542,22.36520908
7044,25,96744487,87707618,22.65143874,22.74758778
7045,27,102367263,91821622,23.44895323,24.22521166
7046,30,116841173,104010580,25.49099096,26.74685005
7047,34,142771367,126950550,28.21026988,29.705618
7048,36,175770955,157118119,30.68207819,32.09569707
7049,37,205032973,185020087,32.08845427,33.04009008
7050,35,219936070,200929742,32.05800507,32.24740396
7051,32,217406777,201512557,30.69692258,30.10911822
7052,29,203968750,191912695,28.45336896,27.48577024
7053,27,190995188,181816782,25.99746645,25.38490631
7054,27,187164438,178854251,24.12171356,24.6648424
7055,30,193797803,184340387,23.59390331,25.81389074
7056,35,205834210,193971050,24.96315005,28.83737144
7057,41,216673985,202084006,28.34268858,33.25459945
7058,47,222765056,205829003,33.21000283,38.18339344
7059,51,225021239,206495639,38.41084637,42.54978699
7060,53,227134771,207901816,42.58941064,45.4702045
7061,53,232647128,213513837,44.88868479,46.63532812
7062,52,242398376,223906524,45.34645399,46.33281554
7063,50,253324393,235624618,44.64996362,45.03163145
7064,46,259619070,242457637,43.63672543,43.01750979
7065,42,256618383,239375458,43.13754196,40.59415861
7066,37,245285716,226987014,44.11719236,38.61724763
7067,33,233321535,212700564,47.52039082,38.53718871
7068,33,230947319,206747269,53.60933556,41.5706468
7069,38,244083502,215618398,61.37318803,47.63967231
7070,47,270087848,237746836,68.72535053,55.09531165
7071,55,299114012,264387109,73.51457078,61.5658517
7072,62,319932991,284855192,74.65533592,65.29766553
7073,66,326213830,292583474,72.61544369,66.01177471
7074,67,319219267,288097923,69.02119276,64.7639546
7075,66,305415552,277142659,65.71085732,63.04792977
7076,66,291243729,265779784,63.77935679,61.81364663
7077,65,279430136,256633161,63.06614001,60.99651188
7078,63,269393465,248984956,62.36308157,59.76658827
7079,60,260094610,241436020,60.31415734,57.26745284
7080,55,251715889,233736540,56.47696463,53.32167618
7081,50,244792990,226254794,51.73174804,48.61559745
7082,45,238546231,218495291,47.67098387,44.26701265
7083,41,230545062,208669913,45.49795614,41.14662221
7084,37,218103736,194855331,45.36178928,39.48133185
7085,35,200425742,176893590,46.54758145,38.99076253
7086,34,180118618,157685724,48.1567955,39.34801866
7087,35,162821698,142683798,49.6525702,40.50533354
7088,38,154513904,137287021,50.94280726,42.57687779
7089,43,157642927,143301662,52.0461093,45.36997774
7090,48,168580424,156750322,52.61024594,47.98846721
7091,51,178830604,169171528,51.72053365,48.9766572
7092,50,180282785,172620596,48.39340188,47.14239356
7093,47,171427370,165506890,42.59309469,42.59478424
7094,42,159696803,154745179,35.88278948,37.12582264
7095,39,157614392,152027098,30.87841486,33.42568074
7096,41,175592880,166934187,29.74014703,33.60402099
7097,47,216577663,201974615,32.88881227,38.09191815
7098,57,274878089,251894375,38.88581627,45.56175588
7099,67,337825692,305725462,45.35951669,53.63561122
7100,75,389029591,349804515,50.1836756,59.82625522
7101,79,413768735,371969126,52.22214795,62.36458663
7102,76,405573777,366592602,51.40148546,60.70456181
7103,68,369738985,337453328,48.29749199,55.51726146
7104,57,320316501,295637706,43.69452907,48.23766464
7105,46,272551062,253751226,38.47190513,40.53331417
7106,37,236357004,220707115,33.69925636,33.96324125
7107,31,214415098,199887549,30.53279336,29.73968057
7108,29,204106581,190122409,29.79450038,28.44754497
7109,31,200611995,187640685,31.57183607,29.84796084
7110,34,199442610,188034814,35.1768128,33.00523246
7111,37,197907672,187988754,39.44295263,36.73851839
7112,41,195356517,186219511,43.14507638,40.12392871
7113,44,192235316,183008650,45.39971026,42.74824755
7114,47,188640846,178675756,45.95090594,44.61773631
7115,51,183500555,172384708,45.21826281,45.87784436
7116,54,175029759,162427995,44.05410171,46.59834502
7117,55,162111796,147807711,43.29556987,46.72142546
7118,53,145697822,129901652,43.28542337,46.06653956
7119,49,129412414,112975789,43.61944463,44.34744436
7120,43,118785149,102923052,43.41205003,41.36395396
7121,36,119028742,104595453,42.08744169,37.43496199
7122,30,132434098,119282425,40.14585379,33.72355271
7123,27,157208382,144163560,39.13547618,31.94589793
7124,29,188407575,173916171,40.64171588,33.42085214
7125,35,219610383,202641296,45.04812007,38.10048282
7126,42,244058988,224700619,51.13966798,44.39055897
7127,48,255942609,235372909,56.88448287,49.97842087
7128,50,252723195,232644624,60.66504011,53.05938291
7129,49,237075763,219031477,61.96109563,53.09157979
7130,45,215990220,200952638,61.2010872,50.72392347
7131,39,197054777,185346674,59.24351883,47.21001391
7132,35,184771588,176128834,56.96124343,43.79611863
7133,31,179439258,173103300,55.01472765,41.33234422
7134,30,178605040,173517632,53.75346101,40.14160306
7135,30,179386944,174512222,53.24758067,40.10582758
7136,32,180113150,174695445,53.40546113,40.87240603
7137,34,180735710,174265652,54.06393507,42.06597181
7138,36,182382718,174300302,55.03765161,43.45444236
7139,38,186708950,176134063,56.19391558,45.03965629
7140,41,195217410,180966230,57.49544864,46.98273614
7141,44,208270453,189136816,58.88912377,49.33729195
7142,48,224178820,199242155,60.13821557,51.80813297
7143,52,239678496,208471244,60.85943726,53.83342489
7144,54,252155503,214786780,60.77119716,54.95840768
7145,56,261708155,219129489,59.8270831,55.10254275
7146,56,270861186,225142915,58.0724591,54.4576081
7147,56,282213744,236327815,55.52055296,53.23347283
7148,56,296064936,252907564,52.32975553,51.58974679
7149,55,309211207,270432621,49.0175903,49.70223353
7150,54,315194635,280840154,46.25601729,47.69375596
7151,51,306816577,276100717,44.37105955,45.49116488
7152,47,280945726,253376205,43.16039124,42.93768476
7153,42,242412136,218244772,42.24517321,40.1298809
7154,37,202640934,182453526,41.471594,37.50998175
7155,33,173079012,157054094,40.90334874,35.51320996
7156,31,158947005,146465868,40.56441752,34.20283931
7157,29,158456604,148138229,40.36271653,33.36612206
7158,28,166737513,156772523,40.28452318,32.93147911
7159,29,179513126,168165568,40.57471618,33.16272012
7160,30,193539646,179705889,41.65181194,34.38370392
7161,32,205588890,189186072,43.82222705,36.56070421
7162,35,213106966,195024870,47.07391868,39.23712079
7163,36,216457388,198029782,51.1062812,41.90717835
7164,37,219603402,201899321,55.45652724,44.40792345
7165,38,227343169,210723159,59.5350593,46.89699552
7166,41,241156433,225334225,62.64753114,49.47751117
7167,44,257505316,241974928,64.20109592,51.92013273
7168,48,270140938,254586333,64.01333786,53.76420002
7169,52,274329211,258714694,62.3791548,54.62239772
7170,54,269567314,253930676,59.75851172,54.34306235
7171,54,259126043,243362022,56.40037383,52.93916323
7172,53,247478312,231345956,52.31264806,50.48304442
7173,51,237891018,221172404,47.58576326,47.14278521
7174,48,231717759,214243948,42.68607694,43.31022225
7175,45,229503658,210887357,38.42313857,39.66705126
7176,42,232841577,212099943,35.67926833,37.11228661
7177,41,245109952,220599614,35.14102328,36.53749487
7178,43,269467444,239440786,37.09614622,38.45320625
7179,48,304795022,268429356,41.26710847,42.60636879
7180,53,343312746,301568379,46.81000982,47.91746718
7181,58,373513826,329102881,52.63896774,52.95322467
7182,61,387370804,343671931,57.91010241,56.67517576
7183,61,385864759,345422965,62.22987554,58.86916676
7184,60,377723553,341323221,65.40062109,59.92466412
7185,59,372637885,339493439,67.03611051,60.25373231
7186,59,375185889,343955977,66.53699322,59.93973111
7187,60,383865623,353687412,63.54902816,58.89470359
7188,61,393978660,364878938,58.55352924,57.26907821
7189,63,400660553,373256269,53.05775223,55.64253985
7190,66,400689989,375551409,49.05660071,54.76235877
7191,67,393805238,370967594,47.94438697,55.00269973
7192,68,383002144,361921920,49.5814045,55.9602998
7193,66,372193754,352113935,52.27300139,56.53444355
7194,63,362271182,342675754,53.78060695,55.52093473
7195,57,349714529,330515683,52.64654116,52.37243693
7196,51,330042176,311403478,48.88026482,47.60417762
7197,45,303158786,285173165,43.65958552,42.54817402
7198,42,275637687,258138271,38.52664706,38.656412
7199,42,257979674,240563975,34.78940806,36.86839471
7200,45,258799363,240972705,33.35136919,37.38608439
7201,49,279664726,261003385,34.65998034,39.79494115
7202,52,314060400,294336446,38.51152478,43.30298535
7203,54,351613427,330817015,43.89128701,46.99358787
7204,56,384685188,362913314,49.20191523,50.08887444
7205,56,412035922,389333765,52.91860373,52.16882047
7206,57,436683889,412985722,54.30125613,53.24346779
7207,58,460320559,435538871,53.68075063,53.6201916
7208,60,479448315,453632528,52.07230947,53.59539061
7209,61,486506872,460005724,50.34477589,53.13751166
7210,60,474997845,448637464,48.60686804,51.8572222
7211,57,444534109,419762362,46.37852847,49.42088017
7212,53,401873921,380646526,43.39221534,46.11254521
7213,50,357183844,341370405,40.21219402,42.97234465
7214,48,318460013,308899477,38.0262787,41.25994336
7215,49,288128435,283913347,37.77139458,41.61639687
7216,52,263828921,262449312,39.34001822,43.5771743
7217,54,242372623,240781411,41.50286022,45.81734156
7218,56,223828833,219726268,42.62877114,46.99599887
7219,56,212562353,205002969,41.74916836,46.6642665
7220,56,214264871,203310101,39.27552697,45.61195496
7221,58,231433932,217358438,36.85670652,45.35863342
7222,62,261042928,243780311,36.40852226,47.10434521
7223,68,295654127,274751865,38.90786694,50.86218328
7224,72,326097813,301037951,43.68273917,55.31915526
7225,74,343908002,314553664,48.59813415,58.43035856
7226,71,343663828,310628618,51.07497762,58.38235387
7227,65,325361180,290087998,49.51407008,54.52298604
7228,56,295222241,259605826,44.39725967,47.87635897
7229,47,263422926,229064834,38.25497216,40.86186544
7230,41,239505066,207037571,34.235488,36.12380802
7231,39,227963600,196968769,34.10557324,35.04203994
7232,40,226410104,196060644,37.18257319,36.96195043
7233,42,227592435,197510938,41.0614929,39.79255781
7234,43,224612840,195202132,43.49838889,41.55011215
7235,43,216223814,188178345,43.9044068,41.66288215
7236,43,208196113,181655742,43.4383749,41.13641142
7237,43,209319466,183443014,43.96536282,41.66815656
7238,46,225007577,198337826,46.85686881,44.51394232
7239,52,253521520,224812543,52.31844118,49.81838952
7240,59,287281146,256134258,59.32697754,56.58263626
7241,66,317293463,284232239,66.03586919,63.08859548
7242,71,337114093,303230235,70.55973554,67.58996587
7243,73,344854639,311364145,71.91060661,69.08834022
7244,72,343704807,311610720,70.53565206,67.83270608
7245,69,340753534,310639264,67.94845104,65.11400137
7246,65,343261941,315220061,65.61619547,62.35710465
7247,62,353824620,327541858,63.99001634,60.18507941
7248,59,368402613,343367642,62.49573223,58.25494829
7249,57,379510533,355261056,60.39240337,55.94200743
7250,54,381889891,358227086,57.60177601,53.12793993
7251,51,375559627,352660465,54.78370495,50.36064117
7252,48,364131074,342452897,52.8147937,48.41997459
7253,48,351230618,331142700,52.33212954,47.87232094
7254,49,339207132,320487054,53.6106575,48.95035242
7255,51,330654365,312216763,56.4649161,51.54991574
7256,55,329123683,309331488,60.00761818,55.08629331
7257,60,336134439,313669333,62.69837524,58.3988668
7258,63,346853098,321638780,63.10594374,60.10918335
7259,63,350172964,323682684,60.95526467,59.40828613
7260,61,335502968,310145385,57.42371345,56.65253383
7261,57,301463447,279374366,54.22613742,53.14886086
7262,53,258678506,240656844,52.2610096,50.21936599
7263,50,223526515,208742901,51.10560608,48.34905517
7264,49,207622016,194212545,49.82968858,47.16554105
7265,48,211377936,197501195,48.27201544,46.18008507
7266,48,226124311,210853505,47.48376705,45.48743455
7267,47,241930496,225539448,48.92759573,45.75135937
7268,46,254208630,237781381,53.22698328,47.57963077
7269,47,264385593,248989162,59.55200079,50.92906357
7270,49,275657926,261480447,66.0319363,55.0247661
7271,52,288749380,274629278,70.78325152,58.77810358
7272,56,301478642,285099221,72.85789269,61.35863191
7273,58,311420872,290115115,72.59049198,62.55451003
7274,60,317881597,289666931,71.18427378,62.71679038
7275,61,320868541,285258768,69.78503561,62.31977083
7276,60,318693920,277021792,68.63808627,61.43670813
7277,58,307719260,262905743,66.97397816,59.58878279
7278,54,285628267,241422343,63.80069643,56.22203463
7279,49,255680626,215513053,58.98992486,51.48783257
7280,44,227547443,193400493,53.67939629,46.57461607
7281,41,212765167,184627879,49.60812037,43.15710623
7282,41,217807763,194040737,48.03385242,42.3927305
7283,44,240404293,218758218,49.22486032,44.36056154
7284,48,271875512,250504936,52.79679628,48.3414761
7285,54,302600157,280580317,58.22769409,53.43348649
7286,58,325364923,302746835,64.80161633,58.73183977
7287,61,334860830,312591521,71.0765961,62.9882759
7288,60,326604122,306413011,74.73906641,64.46881234
7289,56,298832965,282828266,73.46495514,61.63725665
7290,47,256235394,246037959,66.38245771,54.3409449
7291,38,210864156,206630420,55.004769,44.4462476
7292,31,177666317,177695572,42.77391333,35.18634739
7293,28,167033256,168334103,33.35603687,29.51701727
7294,31,179374140,178846702,28.77393735,28.57651964
7295,37,205195165,200684599,28.67013412,31.30128458
7296,43,230412134,221147931,31.20008997,35.41204771
7297,47,243412099,229891736,34.74145171,38.95782899
7298,47,239902404,223526903,38.92174113,41.24288302
7299,45,223879903,206509256,44.18745885,42.64128808
7300,41,205454326,188907139,50.60571293,43.83868423
7301,38,196647452,182253804,57.26354377,45.33862986
7302,36,206005645,194404298,62.83346498,47.45405896
7303,39,233942742,225143364,66.57161007,50.36319368
7304,44,271816518,265321720,68.65360996,53.89485506
7305,50,306032877,300893308,69.62000196,57.2704554
7306,54,324770846,319733540,69.70647951,59.29109662
7307,55,323182916,317107840,68.8459846,59.07878951
7308,52,304698957,297052744,67.24979056,56.86502034
7309,47,278765608,269766848,65.78542883,54.12181146
7310,45,256652447,246913807,65.61579533,52.80017269
7311,46,247272123,237216717,67.38721006,54.18635951
7312,51,254737574,244163626,70.71899038,58.20736317
7313,59,277981715,265982077,74.39990639,63.58776631
7314,67,311276856,296596956,77.00811963,68.54033204
7315,72,345184568,326945081,77.43215574,71.43133575
7316,74,369246106,347615844,75.12075664,71.21620152
7317,72,376736358,352982034,70.20763416,67.73790172
7318,66,368164341,343961399,63.52102629,61.80961214
7319,58,349428850,326035376,56.28843744,54.82584606
7320,51,325586018,303599208,49.58587465,48.00486644
7321,44,296710865,276446266,43.98728262,41.8977843
7322,37,260784987,242637947,39.76077761,36.65876327
7323,31,220577526,204834779,37.30741501,32.71427675
7324,27,186306785,172600103,37.16271972,30.9268459
7325,27,170055588,157115854,39.38945646,31.91301261
7326,30,176921025,162988920,43.04814916,35.23603458
7327,36,201419860,184998625,46.52771798,39.43721822
7328,41,232071995,212435613,48.63557234,42.9920601
7329,45,259071694,236299913,49.49987033,45.33057203
7330,48,278185120,252977378,50.46283548,47.05072454
7331,50,289339941,262888150,53.02847556,49.23495486
7332,52,293785260,267630531,57.67689455,52.49766762
7333,55,293232285,268874929,63.40566792,56.48324496
7334,58,290106526,268448432,68.2782332,60.07893677
7335,59,286397864,267439852,70.51717253,62.05190193
7336,60,281409478,264496186,69.33968524,61.59638666
7337,58,271387690,255808448,65.07792714,58.52066618
7338,53,252529038,237988163,58.81394002,53.21922276
7339,46,224985829,211624131,52.03326608,46.66636825
7340,38,194067004,182121678,46.38887518,40.33681036
7341,31,167633885,157071833,43.24616876,35.75395911
7342,27,152335876,142717489,42.97443064,33.73799736
7343,26,151536984,142124222,44.57704801,33.94149472
7344,27,164966204,154941346,46.21006666,35.14525945
7345,29,188637681,177313895,46.3220385,36.08810774
7346,31,215155465,202115366,44.53729399,36.14896876
7347,32,235792668,220926977,41.6786278,35.44179449
7348,33,243976066,227468454,39.06045172,34.4210325
7349,32,237507602,219881060,37.62296531,33.38099339
7350,30,217846566,200086568,37.44306876,32.20057674
7351,26,188138832,171672398,37.87878184,30.51131688
7352,20,152833629,139107942,38.20698823,28.19010251
7353,15,118927170,108690720,38.24068454,25.77052734
7354,12,95793029,88600131,38.42389914,24.34332986
7355,12,91539182,85943091,39.42290554,24.95673005
7356,17,108099643,102421270,41.73202343,28.04075268
7357,24,139668534,132694580,45.67321124,33.35487773
7358,33,176412811,167476422,51.55076561,40.36999015
7359,42,210407804,198973865,59.43876085,48.53075632
7360,51,238886784,224294031,68.56581261,57.07915967
7361,59,262931406,244743241,76.96700313,64.76964912
7362,65,283948249,262651260,82.07065455,70.04609307
7363,68,301319043,278655175,82.02673587,71.74603666
7364,69,312390324,290865176,76.75072163,69.73438806
7365,68,313723104,295527017,67.78519403,64.83447085
7366,65,302405685,288491731,57.11690421,58.09633382
7367,59,277390430,267335978,46.05708354,50.1386224
7368,51,241133994,233753797,35.22733815,41.27300292
7369,42,200600947,194692192,25.52832281,32.28083841
7370,33,165735278,160411498,18.8038138,24.8689437
7371,27,144985065,139652688,17.10741237,21.00771181
7372,24,140488438,134874065,21.03033549,21.5401868
7373,24,146665620,141005825,28.76814215,25.36929808
7374,26,153712543,148749297,37.02860732,30.09954956
7375,27,153963935,150452010,43.10543524,33.66316442
7376,28,147054205,145057383,46.37142711,35.5853988
7377,29,140383393,138982654,48.08046131,36.92607339
7378,32,144283084,141971570,49.9120722,39.10425671
7379,37,164839671,160248113,52.63278804,42.66872712
7380,42,199062508,191476311,55.86760401,46.94593851
7381,47,235629156,225127216,58.84890792,50.66842703
7382,50,260846639,248253819,61.25494169,52.960861
7383,49,266165196,252953963,63.40647054,53.92500373
7384,48,252723788,240729209,65.80146306,54.45941322
7385,48,230488895,221266530,68.54877733,55.55425353
7386,49,212844459,206836214,71.28702288,57.68973574
7387,54,209683754,205743209,73.65166289,60.77575564
7388,59,222449470,218247402,75.73446492,64.45139917
7389,65,243647876,236885483,77.92165985,68.22181063
7390,69,261194803,250848429,80.18799677,71.28308752
7391,70,265010208,251725450,81.66079763,72.48217253
7392,67,251736391,237161632,81.12370085,70.84197867
7393,61,225155262,210822349,78.12499732,66.39212783
7394,53,193361619,179928074,73.59674265,60.51460296
7395,47,165471693,152673570,69.2951797,55.32312973
7396,43,149406325,136504593,66.53027176,52.46024103
7397,44,150505194,136813506,65.31727838,52.23739141
7398,48,170621053,155841660,64.6260864,53.74507281
7399,53,207950627,192241642,63.37300577,55.71111595
7400,59,257484924,241308413,61.19201077,57.26828578
7401,63,311409150,295286729,58.35349707,58.00601174
7402,65,359630759,343948093,55.11336602,57.5298915
7403,64,391871587,376784961,51.33469722,55.30904043
7404,60,401938727,387309597,46.84262627,51.19410135
7405,54,391833716,377105875,42.12469862,46.09719015
7406,49,371670253,355764962,38.61162821,41.9871466
7407,47,354074937,335532531,38.13675092,40.94328406
7408,50,346993707,324485082,41.82657335,43.89529145
7409,55,350615881,323608878,49.15525787,50.00326458
7410,62,359780704,328924863,57.90496781,57.12030461
7411,67,367901710,334859619,65.16417776,62.90242066
7412,69,368664521,335515401,68.67999234,65.71492145
7413,68,356359858,324949660,67.68909119,64.90703141
7414,64,327700557,299249521,62.94903647,60.71232718
7415,57,284723032,259777963,56.2720978,54.13883286
7416,48,235199846,213823423,49.85342197,46.78272433
7417,39,189004274,170994486,45.48257362,40.33593352
7418,31,153432221,138402202,43.83169481,35.93598396
7419,26,131353113,118684796,44.19896165,33.80204881
7420,25,122505741,111357214,44.92803579,33.36447929
7421,26,125338883,114825132,44.31936836,33.69529447
7422,29,137575908,127018736,41.56489472,33.95854743
7423,33,155956132,144997450,37.21166417,33.73282478
7424,36,176350848,164856957,32.86145699,33.12226855
7425,38,194554479,182431412,30.21237685,32.58081592
7426,38,207191017,194290852,29.99541893,32.50504253
7427,37,212325340,198526629,31.5430446,32.87908188
7428,36,209874647,195256530,33.39465594,33.30965034
7429,35,201705600,186634370,34.57813497,33.47881847
7430,35,190860558,175865674,35.55910367,33.60547864
7431,34,180097266,165585559,37.99853506,34.44595984
7432,33,171244218,157225025,43.42606514,36.79706708
7433,34,166339967,152319292,51.85637003,40.90962655
7434,35,169025554,154129688,61.404113,46.23030629
7435,39,183492036,166782710,69.16073224,51.58035371
7436,44,210624698,191492126,72.710505,55.6150569
7437,49,244550368,223026392,71.28873538,57.31425507
7438,52,273502266,250347755,65.90340361,56.28454775
7439,52,285552454,262050759,58.50744697,52.78087368
7440,48,275309289,252822359,50.92455024,47.51106195
7441,42,246545591,226017753,44.21831572,41.365092
7442,35,209235520,190887617,38.68672269,35.19062038
7443,28,174019390,157397178,34.19079793,29.65550318
7444,22,148136376,132479425,30.43456324,25.15246268
7445,18,134321178,119020194,27.06739025,21.72394503
7446,16,131741245,116597601,23.77258818,19.11610066
7447,15,137789199,122933322,20.48580569,17.06272471
7448,15,150109136,135664053,17.57905428,15.64155682
7449,16,168091872,153807072,15.72929825,15.3666726
7450,19,192719696,177788545,15.5067936,16.88142999
7451,25,224409941,207593375,17.0346608,20.4711308
7452,34,260334936,240395814,19.95055423,25.72913441
